comment_text,label
", 12 November 2007 (UTC)
I am quite baffled. I was merely making comments based on the general manual of style used in wikipedia which your article examples for Lincoln demonstrates. I have spent a great deal of time on wikipedia working on different topics and this is merely the general way of doing things. One can write an entire book simply on Atatürk's involvement on a single skirmish let alone war - it has a great amount of potential for growth than Atatürk's personal life. 
Bio articles aim to cover a persons general life while sub articles cover specific events or time frames in greater detail like George Washington: George Washington's early life (1732-1754) -> George Washington in the French and Indian War (1754–1758) -> George Washington between the wars (1758-1775) -> George Washington in the American Revolution (1775-1783) -> Presidency of George Washington (1783-1797) -> Post presidency George Washington#Retirement and death (1797-1799). Mind you that this is in the chronological order of the sections. Content of the articles do not overlap each other. The sub article you want to create for Atatürk covers his entire life.
I do not see what is there to compromise from all that. You are welcome to explain why you want a mirror bio article for Atatürk's entire life and I can reconsider my position. 
  chi? 14:08",non-toxic
"MOTHERFUCKER, DONT BE CHANGING THE FUCKING GTA TIMELINE!",highly-toxic
"GO FUCK YOURSELF 

FASCIST. Leave your racism out of the Jonathon Swift article.",highly-toxic
"Well, Gibnews was registered around the time Gibraltarian was being banned. Watching his continous childish behavior it wouldn't surprise me.",non-toxic
"Martin Conway the Desperado

You are a sad little man Martin Conway.

You don't have a penis.

Desperado RSVP profile",toxic
"Afraid of the competition with the pussy pass? 

Why did you delete my edit? Because I don't believe in your oppression narrative? Way to make another woman feel welcome on wikipedia. 70.56.26.46",toxic
"wtf 

Fuck You WHat THe Hell Do You Think Your Doing Because Your An Admin ON A Power Hungry Strike Doesnt Mean You SHould Tell People WHat To Do You Dumb Faget......You Fucking Jap Bitch",highly-toxic
"bitch 
you are a fucking hore. you suck dick you big ass hole. you are gay you faggot ass bitch. you can go to hell you bitch ass motherfucker, suck a big dick asshole. i'm fuckin your mom ho. she can't get off my dick. your daddy probably raped you in the ass everyday when you were young you stupid ass motherfuck.",highly-toxic
your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dickhead your a dic,highly-toxic
"hELLO, TIPTOY, I HOPE YOU DIE. YOU ARE BEING SUCH A FREAKIN JEW, AND PLEASE, PLEASE GET OFF YOUR FATASS AND STOP MASTURBATING, BECAUSE ITS REALLY GETTING BAD. THE SEMINAL FLUID IS EVERYWHERE, BUT THEN AGAIN, I GUESS YOU LIKE IT THAT WAY, YOU FATASS MOTHER F****ER. GET A F***ING LIFE, AND GO FUCK YOURSELF, (YOU PROBABLY DO ANYWAY)",highly-toxic
"If you dislike Mexicans, click these links",toxic
im a fuckin ass hole n i like dicksI,highly-toxic
"Naveen Dankal  
I have made a mental note of the points described by you about the way of doing articles on wiki....Thanks.Also I guess you are right about the time stamp..maybe I may have kept the article in sandbox only for a day or less and may have shown a bit of a hurry at my end in posting the stuff.",non-toxic
"Flamboyant (gay) article and wikilinks 

create appropriate page for flaming, flamer, flamboyant as adjective and wikilink potent edits from this from mid-September 2007 going back in time.Benjiboi",non-toxic
""" 

just look at what this fucktard """"""""Future Perfect at Sunrise"""""""" gave me as a reason
he said I was banned
persistent disruptive editing: move-warring, copy-and-paste moves, personal attacks, tendentious editing

""""personal attacks"""" and who the fuck done a personal attack? I've never made a personal attack on here. and I have been in here for nearly 5 years and I only bash on u cause u son of bitch blocked me for no reason. 
"""" tendentious editing"""" is totally a false accusation. 
now fuck off """"Future Perfect at Sunrise"""" and ur henchman.
""",toxic
"""
Because 2011 is for internationally notable events. The UK riots belong in 2011 in the United Kingdom. DerbyCountyinNZ  (Talk Contribs) """,non-toxic
"I do not agree with merging this article into Spelling reform. Noah Webster's changes to English spelling in America count as a reform in my book, and that alone deserves an article of its own. Reform proposals also deserve an article of their own, even if few people take them seriously.",non-toxic
"""

You are too forward; you came onto me too hard. Therefore, Fuck You.

                      /""""\
                    |\./|
                    |   |
                    |   |
                    |>~<|
                    |   |
                 /'\|   |/'\..
             /~\|   |   |   | \
            |   =[@]=   |   |  \
            |   |   |   |   |   \
            | ~   ~   ~   ~ |`   )
            |                   /
             \                 /
              \               /
               \    _____    /
                |//''`\|
                | (( +==)) |
                |\_|_//|

129.130.99.132  """,highly-toxic
"u fucking cunt
revert smosh movie now or ill smosh your face in u prick",highly-toxic
"Image:Virginatl.over.heathrow.750pix.jpg 

You may (or may not) be amused to learn that, according to the description she has added to a copy of your image she uploaded to flickr
http://www.flickr.com/photos/london_heiress86/473685439/
you are the boyfriend and father of the baby of this young woman http://www.flickr.com/photos/london_heiress86/",non-toxic
"""

 """"Ran deep"""" 

What does the phrase """"ran deep"""" mean within the meaning of the article? 69.255.250.110  """,non-toxic
"Quite frankly nothing is helping due to his arrogance and truculence. He keeps getting called a dick as he is acting like one, over and over. In my view that makes him one. Thank you for posting my comment over to the IB. Incidentally, what makes you think a block will cure anything?",toxic
"Hello, and welcome to Wikipedia!We hope you like the place and decide to stay. Thank you for your contributions as we've noticed that you've been making some great additions to the Wikipedia at the Lhasa Apso article and we really appreciate it.
I'm sorry but I slightly changed the contribution you made about feeding because it included a link to a commercial site (Royal Canin). I have also inserted a note that a reference is needed for the information you've included. You can see the changes I made  at the article here.
If you have any questions or concerns about this, please let me know.

Why not create an account and stay awhile? The Wikipedia can use as many quality members as possible.
Here are some pages that you might find helpful:

   Introduction to Wikipedia
   The five pillars of Wikipedia
   Editing tutorial
   How to edit a page
   Manual of style

   The basics of Wikicode
   How to develop an article
   How to create an article
   Help pages
   What Wikipedia is not

Remember to always sign your posts on talk pages. You can do this either by clicking on the button on the edit toolbar or by typing four tildes (~~~~) at the end of your post.
If you need any help at all, you can contact me on my talk page or why not pop over to the Teahouse where there are always very patient, helpful and experienced editors available to give you a hand.",non-toxic
"A POEM ABOUT ABE DASHIEL: THIS IS WHAT YOU ARE 

ABE DASHIEL IS GAY

O HE IS VERY GAY

O YAY

O HES SO VERY GAY

HOORAY

HE LIKES MEN

CUASE HES GAY

LES CELEBRATE

THAT IS WHO YOU ARE DASHIEL

U ARE VERY GAY

HOORAY!",toxic
"Chanting Fox 

Shut up you dumb cunt. Your a nigger  loving, cum cuzzling crack whore bitch!",highly-toxic
Thank you for the update - I appreciate your help.,non-toxic
"dab Medicare 

As IPs can't edit this article at this time, please dab Medicare wikilinks to Medicare (United States).",non-toxic
"""

 Unreferenced 

What in particular is unreferenced?  

Easy way to find citations: Check out the external links, press F3, type in citation-needed pharse. Find it, add the website it was on's in place of the """"citation-needed"""" symbols. Note: may just work on Windows XP's version of Internet Explorer(that's what I use).  """,non-toxic
"Unban this ip address or a new online encyclopedia will be formed that will kick wikipedia's ass. You have been warned

TEEECCCCCTOOOONIIIIIIIICCCCCC SHHHHHIIIIIIIIFFFFFFFFTTTTTTTT",highly-toxic
"ESPN are better enough for you? Look there and see bitch
I did fucking good thing for Wikipedia and that's what i get.... Asshole",toxic
"And why the fuck should i care? 

g e t  r i d  o f  a l l  i  d i d  p l e a s e  j a ck a s s",highly-toxic
No problem. Happy editing -) -,non-toxic
"""

No!  This is a GROUP EFFORT!  Wikipedia is a collaborative COMMUNITY and there are no school essays here.  The article needs to be more professional and adopt a better title besides the references.  This is all that needs to be done, so get off your high horse and accomplish what you want to see done.  If you have these goals, then put yourself to the test of solving this problem.  That's what I do whenever something perturbs me.  You're just looking for a fight about something you admittedly care nothing about.  How about I come by your house and criticise your gardens?  """"Why?"""" You say.  """"Because they are too fucking ugly and I don't like the way they  don't blend in with the neighbours' yards.  So tacky, but I'm only passing by and I've never been down this road before.""""   15:24, 25 Feb 2005 (UTC)""",toxic
"Keep cleaning your page, little kid. You are the one that hides information from the world. That is so bad. Look in the mirror and be ashamed, kiddie",non-toxic
muddy the waters and,non-toxic
"""
Yes, and you're free to add that to the article, which you didn't. In any sense, once an article goes live, it needs to meet Wikipedia standards. You may be best to being writing the article in you Namespace if you don't wish for others to tag it for maintenance or deletion. The tags that I added to the article do nothing but alert wikignomes and such that there's a need for certain things on the article and let's those familiar with the area add said needed things. Maintenance tags are much different than CSD tags. By the way, I went ahead and formatted the discussion here (so it doesn't look wonky). You can indent replies and such by adding  to the beginning of the sentence (you're able to see the way I did it when you hit """"edit"""". *Let's talk!* """,non-toxic
